Count,Nation
112,PRT
79,FRA
72,GBR
58,USA
19,IND
18,DZA
12,AUS
10,CAN
9,NGA
9,PAK
7,BGD
7,ZAF
7,ESP
5,TUR
5,THA
5,NOR
4,BEL
3,DEU
3,MEX
3,CHE
2,ISR
2,JPN
2,SAU
2,ARE
2,QAT
2,SUR
2,KEN
2,ZMB
2,BHR
1,CIV
1,NAM
1,RUS
1,IDN
1,COG
1,SWE
1,YEM
1,HUN
1,COL
1,GHA
1,MYS
1,AGO
1,CRI
1,ATA
1,VEN
1,ARG
1,SEN
1,GRC
1,BRB
1,MAR
1,PHL
