Code,Country,Player,Post,Post_Simple
SER,Serbie,Milos Veljkovic ,Défenseur central,Défenseur
SER,Serbie,Nikola Milenkovic,Défenseur central,Défenseur
SER,Serbie,Branislav Ivanovic,Défenseur central,Défenseur
SER,Serbie,Uros Spajic,Défenseur central,Défenseur
SER,Serbie,Dusko Tosic,Défenseur central,Défenseur
SER,Serbie,Aleksandar Kolarov ,Arrière gauche,Défenseur
SER,Serbie,Milan Rodic,Arrière gauche,Défenseur
SER,Serbie,Antonio Rukavina,Arrière droit,Défenseur
SER,Serbie,Nemanja Matic,Milieu défensif,Milieu
SER,Serbie,Luka Milivojevic,Milieu défensif,Milieu
SER,Serbie,Sergej Milinkovic-Savic,Milieu central,Milieu
SER,Serbie,Marko Grujic,Milieu central,Milieu
SER,Serbie,Nemanja Maksimovic,Milieu central,Milieu
SER,Serbie,Dusan Tadic,Milieu offensif,Milieu
SER,Serbie,Adem Ljajic,Milieu offensif,Milieu
SER,Serbie,Andrija Zivkovic,Milieu offensif,Milieu
SER,Serbie,Mijat Gacinovic,Milieu offensif,Milieu
SER,Serbie,Filip Kostic,Ailier gauche,Attaquant
SER,Serbie,Nemanja Radonjic,Ailier gauche,Attaquant
SER,Serbie,Aleksandar Mitrovic,Avant centre,Attaquant
SER,Serbie,Aleksandar Prijovic,Avant centre,Attaquant
SER,Serbie,Luka Jovic .,Avant centre,Attaquant
BEL,Belgique,Thibaut Courtois,Gardien de but,Gardien
BEL,Belgique,Simon Mignolet,Gardien de but,Gardien
BEL,Belgique,Koen Casteels,Gardien de but,Gardien
BEL,Belgique,Matz Sels,Gardien de but,Gardien
BEL,Belgique,Toby Alderweireld,Défenseur central,Défenseur
BEL,Belgique,Jan Vertonghen,Défenseur central,Défenseur
BEL,Belgique,Vincent Kompany,Défenseur central,Défenseur
BEL,Belgique,Christian Kabasele,Défenseur central,Défenseur
BEL,Belgique,Thomas Vermaelen ,Défenseur central,Défenseur
BEL,Belgique,Dedryck Boyata,Défenseur central,Défenseur
BEL,Belgique,Laurent Ciman,Défenseur central,Défenseur
BEL,Belgique,Jordan Lukaku,Arrière gauche,Défenseur
BEL,Belgique,Thomas Meunier,Arrière droit,Défenseur
BEL,Belgique,Leander Dendoncker,Milieu défensif,Milieu
BEL,Belgique,Youri Tielemans,Milieu central,Milieu
BEL,Belgique,Mousa Dembélé,Milieu central,Milieu
BEL,Belgique,Axel Witsel,Milieu central,Milieu
BEL,Belgique,Marouane Fellaini ,Milieu central,Milieu
BEL,Belgique,Kevin De Bruyne,Milieu offensif,Milieu
BEL,Belgique,Eden Hazard ,Ailier gauche,Attaquant
BEL,Belgique,Yannick Carrasco,Ailier gauche,Attaquant
BEL,Belgique,Thorgan Hazard,Ailier gauche,Attaquant
BEL,Belgique,Nacer Chadli,Ailier gauche,Attaquant
BEL,Belgique,Adnan Januzaj,Ailier droit,Attaquant
BEL,Belgique,Romelu Lukaku,Avant centre,Attaquant
BEL,Belgique,Michy Batshuayi ,Avant centre,Attaquant
BEL,Belgique,Dries Mertens,Avant centre,Attaquant
BEL,Belgique,Christian Benteke,Avant centre,Attaquant
ALG,Algerie,Abdelkader Salhi,??,??
ALG,Algerie,Faouzi Chaouchi,??,??
ALG,Algerie,Toufik Moussaoui,??,??
ALG,Algerie,Aïssa Mandi,??,??
ALG,Algerie,Mokhtar Benmoussa,??,??
ALG,Algerie,Farouk Chafaï,??,??
ALG,Algerie,Carl Medjani,??,??
ALG,Algerie,Mohamed Naâmani,??,??
ALG,Algerie,Mokhtar Belkhiter,??,??
ALG,Algerie,Islam Arous,??,??
ALG,Algerie,Ramy Bensebaini,??,??
ALG,Algerie,Rafik Halliche,??,??
ALG,Algerie,Riyad Mahrez,??,??
ALG,Algerie,Salim Boukhenchouche,??,??
ALG,Algerie,Zinedine Ferhat,??,??
ALG,Algerie,Mohamed Benkhemassa,??,??
ALG,Algerie,Yacine Brahimi,??,??
ALG,Algerie,Ismaël Bennacer,??,??
ALG,Algerie,Nabil Bentaleb,??,??
ALG,Algerie,Farid El Melali,??,??
ALG,Algerie,Sid Ali Lakroum,??,??
ALG,Algerie,Islam Slimani,??,??
ALG,Algerie,Baghdad Bounedjah,??,??
ALG,Algerie,El Arbi Hillel Soudani,??,??
USA,Etats-Unis,Zack Steffen,Gardien de but,Gardien
USA,Etats-Unis,Bill Hamid,Gardien de but,Gardien
USA,Etats-Unis,Matt Miazga,Défenseur central,Défenseur
USA,Etats-Unis,Cameron Carter-Vickers,Défenseur central,Défenseur
USA,Etats-Unis,Tim Parker,Défenseur central,Défenseur
USA,Etats-Unis,Jorge Villafaña,Arrière gauche,Défenseur
USA,Etats-Unis,Antonee Robinson,Arrière gauche,Défenseur
USA,Etats-Unis,DeAndre Yedlin,Arrière droit,Défenseur
USA,Etats-Unis,Eric Lichaj,Arrière droit,Défenseur
USA,Etats-Unis,Shaq Moore,Arrière droit,Défenseur
USA,Etats-Unis,Wil Trapp,Milieu défensif,Milieu
USA,Etats-Unis,Tyler Adams,Milieu défensif,Milieu
USA,Etats-Unis,Weston McKennie,Milieu central,Milieu
USA,Etats-Unis,Joe Corona,Milieu central,Milieu
USA,Etats-Unis,Luca de la Torre,Milieu droit,Milieu
USA,Etats-Unis,Kenny Saief . ,Milieu gauche,Milieu
USA,Etats-Unis,Bobby Wood ,Avant centre,Attaquant
USA,Etats-Unis,Andrija Novakovich,Avant centre,Attaquant
USA,Etats-Unis,Rubio Rubin .,Avant centre,Attaquant
USA,Etats-Unis,Josh Sargent ,Avant centre,Attaquant
USA,Etats-Unis,Timothy Weah,Avant centre,Attaquant
