Date,Delivered,Sales
01-2014,32954.0,18804.0
02-2014,30741.0,17353.0
03-2014,35949.0,21398.0
04-2014,34553.0,18680.0
05-2014,33017.0,17855.0
06-2014,30228.0,16780.0
07-2014,29940.0,17468.0
08-2014,28424.0,16170.0
09-2014,34334.0,19600.0
10-2014,33705.0,19247.0
11-2014,30846.0,17213.0
12-2014,32199.0,18203.0
01-2015,34231.0,20546.0
02-2015,28056.0,17066.0
03-2015,31663.0,17402.0
04-2015,30748.0,16275.0
05-2015,28378.0,15044.0
06-2015,28747.0,15985.0
07-2015,26852.0,14561.0
08-2015,24856.0,13342.0
09-2015,29586.0,16300.0
10-2015,30852.0,16448.0
11-2015,33099.0,16299.0
12-2015,31381.0,16341.0
01-2016,27516.0,14795.0
02-2016,28014.0,14798.0
03-2016,27645.0,14924.0
04-2016,27147.0,14336.0
05-2016,25332.0,13461.0
06-2016,26483.0,14788.0
07-2016,27615.0,13169.0
08-2016,26576.0,13686.0
09-2016,29296.0,14353.0
10-2016,29464.0,14889.0
11-2016,33280.0,16397.0
12-2016,32022.0,15225.0
