Date,Delivered,Sales
01-2014,7978.0,3504.0
02-2014,7121.0,3220.0
03-2014,7633.0,4074.0
04-2014,8872.0,4589.0
05-2014,8540.0,4133.0
06-2014,7432.0,3655.0
07-2014,10642.0,5194.0
08-2014,10916.0,5868.0
09-2014,8093.0,4415.0
10-2014,8315.0,3872.0
11-2014,7213.0,3329.0
12-2014,7279.0,3480.0
01-2015,7690.0,3669.0
02-2015,6517.0,3159.0
03-2015,6693.0,2936.0
04-2015,8123.0,3676.0
05-2015,7554.0,3529.0
06-2015,7125.0,3424.0
07-2015,9385.0,4712.0
08-2015,9740.0,5021.0
09-2015,7904.0,3736.0
10-2015,7887.0,3648.0
11-2015,7612.0,3048.0
12-2015,6650.0,3238.0
01-2016,6196.0,2790.0
02-2016,6283.0,2823.0
03-2016,6272.0,2970.0
04-2016,5991.0,3024.0
05-2016,5961.0,3016.0
06-2016,6162.0,2950.0
07-2016,6917.0,3710.0
08-2016,8362.0,4706.0
09-2016,6432.0,3157.0
10-2016,6551.0,3194.0
11-2016,6621.0,2943.0
12-2016,6093.0,3078.0
