Date,Delivered,Sales
01-2014,17875.0,9672.0
02-2014,15903.0,7725.0
03-2014,16885.0,9482.0
04-2014,17043.0,8791.0
05-2014,17049.0,8561.0
06-2014,15108.0,7783.0
07-2014,19257.0,9133.0
08-2014,17795.0,9527.0
09-2014,15928.0,8782.0
10-2014,15663.0,8488.0
11-2014,14709.0,7944.0
12-2014,15589.0,8345.0
01-2015,16279.0,9300.0
02-2015,14251.0,7316.0
03-2015,14437.0,7131.0
04-2015,16303.0,7739.0
05-2015,15513.0,7527.0
06-2015,15528.0,7466.0
07-2015,17470.0,8336.0
08-2015,15873.0,7907.0
09-2015,15294.0,7449.0
10-2015,16580.0,7825.0
11-2015,16478.0,7742.0
12-2015,16053.0,7638.0
01-2016,15058.0,6752.0
02-2016,14829.0,6652.0
03-2016,14425.0,6928.0
04-2016,13086.0,6723.0
05-2016,13081.0,6610.0
06-2016,12867.0,6484.0
07-2016,13459.0,7009.0
08-2016,13111.0,7522.0
09-2016,14636.0,6876.0
10-2016,15598.0,6956.0
11-2016,16441.0,7304.0
12-2016,15207.0,6947.0
