Date,Delivered,Sales
01-2014,30523.0,16666.0
02-2014,35502.0,19774.0
03-2014,40625.0,23787.0
04-2014,23825.0,12794.0
05-2014,13951.0,6844.0
06-2014,11901.0,6362.0
07-2014,25266.0,14114.0
08-2014,29041.0,17088.0
09-2014,15053.0,8041.0
10-2014,12699.0,6502.0
11-2014,10555.0,5221.0
12-2014,24331.0,13285.0
01-2015,32010.0,15627.0
02-2015,33189.0,20087.0
03-2015,34537.0,17753.0
04-2015,20594.0,10258.0
05-2015,10485.0,5481.0
06-2015,11187.0,6185.0
07-2015,21901.0,12034.0
08-2015,25223.0,13768.0
09-2015,13386.0,6519.0
10-2015,11360.0,5842.0
11-2015,11129.0,4870.0
12-2015,20488.0,11878.0
01-2016,24393.0,12218.0
02-2016,32421.0,16690.0
03-2016,31367.0,17441.0
04-2016,17321.0,8648.0
05-2016,9615.0,4770.0
06-2016,10253.0,5269.0
07-2016,17617.0,10015.0
08-2016,21365.0,12410.0
09-2016,11856.0,5539.0
10-2016,11541.0,5257.0
11-2016,10868.0,4821.0
12-2016,22374.0,11907.0
