Date,Delivered,Sales
01-2014,13129.0,7037.0
02-2014,12643.0,6483.0
03-2014,15359.0,8456.0
04-2014,15773.0,8532.0
05-2014,15552.0,8220.0
06-2014,15866.0,8438.0
07-2014,25376.0,13472.0
08-2014,25555.0,14751.0
09-2014,21291.0,11247.0
10-2014,16382.0,8303.0
11-2014,13875.0,6371.0
12-2014,13883.0,6461.0
01-2015,13962.0,7189.0
02-2015,12424.0,6779.0
03-2015,13527.0,6766.0
04-2015,14343.0,7169.0
05-2015,13952.0,6724.0
06-2015,15172.0,8294.0
07-2015,22015.0,11286.0
08-2015,22787.0,11936.0
09-2015,19131.0,9142.0
10-2015,16284.0,7057.0
11-2015,14724.0,6002.0
12-2015,12146.0,5838.0
01-2016,11485.0,5379.0
02-2016,12487.0,5569.0
03-2016,12782.0,5815.0
04-2016,12086.0,5910.0
05-2016,12378.0,6007.0
06-2016,14045.0,7513.0
07-2016,19086.0,9730.0
08-2016,20277.0,10459.0
09-2016,16736.0,8020.0
10-2016,14426.0,6485.0
11-2016,13970.0,5951.0
12-2016,12158.0,5441.0
