Date,Delivered,Sales
01-2014,18072.0,10480.0
02-2014,17261.0,10011.0
03-2014,22403.0,13221.0
04-2014,33595.0,18991.0
05-2014,30186.0,16335.0
06-2014,28082.0,16688.0
07-2014,58554.0,35237.0
08-2014,58171.0,41246.0
09-2014,38921.0,22260.0
10-2014,30086.0,14879.0
11-2014,19162.0,10524.0
12-2014,19814.0,10705.0
01-2015,18501.0,10585.0
02-2015,17101.0,9715.0
03-2015,18233.0,10574.0
04-2015,30941.0,15817.0
05-2015,28368.0,14674.0
06-2015,28378.0,16141.0
07-2015,52847.0,31960.0
08-2015,56881.0,34611.0
09-2015,36179.0,17756.0
10-2015,29999.0,13764.0
11-2015,25120.0,9429.0
12-2015,20113.0,9830.0
01-2016,18924.0,8499.0
02-2016,20031.0,8985.0
03-2016,21991.0,10387.0
04-2016,25431.0,13283.0
05-2016,25303.0,11995.0
06-2016,26868.0,14117.0
07-2016,50353.0,27974.0
08-2016,54400.0,32224.0
09-2016,35376.0,16190.0
10-2016,27756.0,12263.0
11-2016,25941.0,10315.0
12-2016,21982.0,9571.0
