Date,Delivered,Sales
01-2014,18894.0,9916.0
02-2014,18594.0,9618.0
03-2014,21286.0,12238.0
04-2014,29512.0,16992.0
05-2014,29098.0,14091.0
06-2014,23955.0,13483.0
07-2014,46816.0,29348.0
08-2014,49656.0,35427.0
09-2014,31257.0,17690.0
10-2014,25787.0,13770.0
11-2014,20776.0,10001.0
12-2014,21226.0,10317.0
01-2015,17487.0,9927.0
02-2015,19907.0,9532.0
03-2015,21172.0,9844.0
04-2015,29581.0,14243.0
05-2015,25387.0,12651.0
06-2015,24675.0,13130.0
07-2015,44951.0,26352.0
08-2015,46962.0,29199.0
09-2015,28489.0,14598.0
10-2015,26821.0,12615.0
11-2015,23292.0,9333.0
12-2015,20539.0,9539.0
01-2016,18352.0,8296.0
02-2016,23645.0,9089.0
03-2016,24893.0,9802.0
04-2016,31024.0,13073.0
05-2016,28346.0,11183.0
06-2016,26259.0,12261.0
07-2016,52138.0,23971.0
08-2016,61389.0,29317.0
09-2016,29096.0,13588.0
10-2016,27419.0,11667.0
11-2016,29580.0,10206.0
12-2016,32175.0,10159.0
