Date,Delivered,Sales
01-2014,29528.0,14777.0
02-2014,29368.0,13841.0
03-2014,31448.0,16669.0
04-2014,27882.0,13997.0
05-2014,24479.0,12122.0
06-2014,22074.0,11435.0
07-2014,28385.0,14666.0
08-2014,28404.0,14694.0
09-2014,25839.0,13146.0
10-2014,23190.0,11980.0
11-2014,21254.0,10879.0
12-2014,25433.0,13428.0
01-2015,31623.0,15871.0
02-2015,27613.0,14833.0
03-2015,28375.0,13546.0
04-2015,24774.0,11752.0
05-2015,20846.0,10261.0
06-2015,22174.0,11340.0
07-2015,26339.0,13221.0
08-2015,24861.0,12537.0
09-2015,22472.0,10945.0
10-2015,23456.0,11248.0
11-2015,23318.0,10937.0
12-2015,23399.0,11755.0
01-2016,21415.0,11088.0
02-2016,24802.0,12340.0
03-2016,24298.0,11751.0
04-2016,19095.0,9703.0
05-2016,17551.0,9203.0
06-2016,18913.0,9730.0
07-2016,20688.0,10544.0
08-2016,19730.0,11182.0
09-2016,19509.0,9710.0
10-2016,20736.0,9821.0
11-2016,21483.0,10438.0
12-2016,22520.0,11404.0
