Date,Delivered,Sales
01-2014,14180.0,7072.0
02-2014,13123.0,6476.0
03-2014,15012.0,7870.0
04-2014,14118.0,7199.0
05-2014,13639.0,6733.0
06-2014,12756.0,6280.0
07-2014,14461.0,6931.0
08-2014,13168.0,7078.0
09-2014,13967.0,7353.0
10-2014,13493.0,6971.0
11-2014,12889.0,6449.0
12-2014,13379.0,7200.0
01-2015,14406.0,7973.0
02-2015,12207.0,6408.0
03-2015,13780.0,6568.0
04-2015,12836.0,6171.0
05-2015,12008.0,5685.0
06-2015,12717.0,6146.0
07-2015,12586.0,6082.0
08-2015,12115.0,5880.0
09-2015,12466.0,6003.0
10-2015,16528.0,6526.0
11-2015,15988.0,6402.0
12-2015,12414.0,6245.0
01-2016,11411.0,5761.0
02-2016,12019.0,5668.0
03-2016,11978.0,5703.0
04-2016,11410.0,5517.0
05-2016,10709.0,5348.0
06-2016,11617.0,5951.0
07-2016,11362.0,5498.0
08-2016,10622.0,5501.0
09-2016,11686.0,5546.0
10-2016,12822.0,5686.0
11-2016,13571.0,6065.0
12-2016,12246.0,5890.0
