Date,Delivered,Sales
01-2014,3557.0,1615.0
02-2014,3082.0,1411.0
03-2014,3237.0,1722.0
04-2014,3736.0,1984.0
05-2014,4109.0,2124.0
06-2014,3827.0,2014.0
07-2014,7082.0,3904.0
08-2014,7579.0,4684.0
09-2014,5030.0,2693.0
10-2014,4164.0,2153.0
11-2014,3641.0,1716.0
12-2014,3775.0,1638.0
01-2015,3686.0,1821.0
02-2015,2774.0,1522.0
03-2015,3104.0,1513.0
04-2015,3529.0,1680.0
05-2015,3656.0,1845.0
06-2015,3881.0,1942.0
07-2015,6347.0,3156.0
08-2015,7607.0,3989.0
09-2015,4957.0,2266.0
10-2015,4606.0,2015.0
11-2015,4606.0,1615.0
12-2015,4028.0,1650.0
01-2016,3940.0,1375.0
02-2016,3726.0,1392.0
03-2016,3788.0,1441.0
04-2016,4169.0,1669.0
05-2016,3811.0,1542.0
06-2016,4011.0,1825.0
07-2016,5018.0,2651.0
08-2016,6091.0,3579.0
09-2016,4806.0,2015.0
10-2016,4707.0,1827.0
11-2016,4566.0,1684.0
12-2016,4323.0,1502.0
