Date,Delivered,Sales
01-2014,20530.0,10758.0
02-2014,17279.0,9682.0
03-2014,20399.0,12531.0
04-2014,21696.0,13444.0
05-2014,22753.0,12985.0
06-2014,22898.0,13517.0
07-2014,36300.0,20691.0
08-2014,35889.0,21942.0
09-2014,27516.0,15099.0
10-2014,21877.0,11700.0
11-2014,18805.0,10052.0
12-2014,19471.0,10804.0
01-2015,20938.0,11118.0
02-2015,16528.0,9058.0
03-2015,17829.0,9910.0
04-2015,19999.0,11448.0
05-2015,20809.0,11297.0
06-2015,23051.0,12444.0
07-2015,34365.0,18001.0
08-2015,34626.0,18065.0
09-2015,25408.0,12489.0
10-2015,22455.0,10891.0
11-2015,21135.0,9553.0
12-2015,19184.0,9608.0
01-2016,18369.0,8349.0
02-2016,18132.0,8237.0
03-2016,18574.0,9091.0
04-2016,17942.0,9369.0
05-2016,18004.0,9802.0
06-2016,19724.0,11395.0
07-2016,25499.0,15576.0
08-2016,26814.0,16891.0
09-2016,22687.0,11106.0
10-2016,21087.0,9631.0
11-2016,21074.0,9479.0
12-2016,18554.0,9064.0
