Date,Delivered,Sales
01-2014,6708.0,2728.0
02-2014,6057.0,2699.0
03-2014,7207.0,3122.0
04-2014,6722.0,3063.0
05-2014,6560.0,2838.0
06-2014,6005.0,2692.0
07-2014,7466.0,3737.0
08-2014,7628.0,4019.0
09-2014,7571.0,3223.0
10-2014,6807.0,2738.0
11-2014,6513.0,2428.0
12-2014,6474.0,2595.0
01-2015,6670.0,2866.0
02-2015,5268.0,2708.0
03-2015,5590.0,2409.0
04-2015,5389.0,2569.0
05-2015,5357.0,2354.0
06-2015,5637.0,2651.0
07-2015,6182.0,3251.0
08-2015,5934.0,3237.0
09-2015,5762.0,2539.0
10-2015,6485.0,2607.0
11-2015,6213.0,2338.0
12-2015,5539.0,2441.0
01-2016,5171.0,2086.0
02-2016,5310.0,2262.0
03-2016,5291.0,2172.0
04-2016,4721.0,2134.0
05-2016,4598.0,1983.0
06-2016,4660.0,2130.0
07-2016,5396.0,2746.0
08-2016,5970.0,3066.0
09-2016,5497.0,2349.0
10-2016,5628.0,2352.0
11-2016,6126.0,2288.0
12-2016,5457.0,2387.0
