Date,Delivered,Sales
01-2014,9475.0,4752.0
02-2014,8634.0,4443.0
03-2014,10713.0,5981.0
04-2014,12286.0,6478.0
05-2014,12177.0,6026.0
06-2014,11149.0,5930.0
07-2014,17129.0,9310.0
08-2014,18555.0,11408.0
09-2014,14065.0,7507.0
10-2014,12772.0,6144.0
11-2014,10487.0,5097.0
12-2014,10862.0,5310.0
01-2015,11258.0,5469.0
02-2015,8920.0,4918.0
03-2015,9950.0,5019.0
04-2015,11820.0,5789.0
05-2015,10936.0,5509.0
06-2015,11618.0,6191.0
07-2015,16307.0,8798.0
08-2015,18602.0,9954.0
09-2015,13293.0,6575.0
10-2015,13423.0,5980.0
11-2015,13256.0,5134.0
12-2015,10295.0,5167.0
01-2016,9264.0,4352.0
02-2016,9381.0,4405.0
03-2016,9784.0,4732.0
04-2016,10753.0,5197.0
05-2016,11082.0,4988.0
06-2016,11689.0,5564.0
07-2016,15833.0,7676.0
08-2016,18069.0,9346.0
09-2016,14031.0,5844.0
10-2016,12328.0,5310.0
11-2016,13370.0,5119.0
12-2016,12419.0,4855.0
