Date,Delivered,Sales
01-2014,7405.0,3792.0
02-2014,9505.0,5007.0
03-2014,10794.0,6107.0
04-2014,6844.0,3262.0
05-2014,5220.0,2243.0
06-2014,5062.0,2521.0
07-2014,12454.0,7528.0
08-2014,15093.0,9742.0
09-2014,6716.0,3161.0
10-2014,5689.0,2686.0
11-2014,4396.0,1949.0
12-2014,6781.0,3433.0
01-2015,7734.0,3818.0
02-2015,9656.0,5611.0
03-2015,8895.0,4194.0
04-2015,6027.0,2564.0
05-2015,4446.0,1871.0
06-2015,5407.0,2480.0
07-2015,11505.0,6597.0
08-2015,13290.0,8213.0
09-2015,5967.0,2649.0
10-2015,5249.0,2481.0
11-2015,4650.0,1822.0
12-2015,6136.0,2975.0
01-2016,5799.0,2636.0
02-2016,8699.0,4352.0
03-2016,8344.0,3974.0
04-2016,6261.0,2399.0
05-2016,4836.0,1871.0
06-2016,4388.0,2251.0
07-2016,9736.0,5623.0
08-2016,11604.0,7504.0
09-2016,5113.0,2384.0
10-2016,4676.0,2053.0
11-2016,4360.0,1766.0
12-2016,5933.0,2760.0
