Date,Delivered,Sales
01-2014,12018.0,5182.0
02-2014,10629.0,4805.0
03-2014,11175.0,6078.0
04-2014,10903.0,6243.0
05-2014,12112.0,6210.0
06-2014,11305.0,5899.0
07-2014,14287.0,7786.0
08-2014,14864.0,8445.0
09-2014,13362.0,6593.0
10-2014,12319.0,5792.0
11-2014,11203.0,4962.0
12-2014,10458.0,4951.0
01-2015,11252.0,5281.0
02-2015,9432.0,4638.0
03-2015,9577.0,4545.0
04-2015,10303.0,5505.0
05-2015,10250.0,5441.0
06-2015,10871.0,5634.0
07-2015,12190.0,6784.0
08-2015,12414.0,7289.0
09-2015,11612.0,5539.0
10-2015,10808.0,5492.0
11-2015,10657.0,4813.0
12-2015,9181.0,4787.0
01-2016,8683.0,4155.0
02-2016,8966.0,4285.0
03-2016,9225.0,4606.0
04-2016,8833.0,4627.0
05-2016,9080.0,4771.0
06-2016,9309.0,5041.0
07-2016,10594.0,5974.0
08-2016,10111.0,6295.0
09-2016,10281.0,4945.0
10-2016,10463.0,4938.0
11-2016,10156.0,4573.0
12-2016,9319.0,4544.0
