Date,Delivered,Sales
01-2014,33022.0,17808.0
02-2014,29979.0,15675.0
03-2014,33585.0,19328.0
04-2014,31857.0,16770.0
05-2014,31867.0,16346.0
06-2014,29442.0,15566.0
07-2014,29749.0,15569.0
08-2014,25671.0,14276.0
09-2014,29319.0,16551.0
10-2014,28456.0,16054.0
11-2014,27669.0,15541.0
12-2014,28772.0,15879.0
01-2015,33127.0,18579.0
02-2015,26355.0,15131.0
03-2015,29351.0,15767.0
04-2015,28652.0,14511.0
05-2015,26520.0,14002.0
06-2015,27571.0,14442.0
07-2015,26921.0,14128.0
08-2015,23040.0,12141.0
09-2015,26538.0,13933.0
10-2015,29492.0,14496.0
11-2015,31308.0,14775.0
12-2015,28811.0,14657.0
01-2016,27337.0,13797.0
02-2016,27154.0,12819.0
03-2016,25847.0,12698.0
04-2016,22625.0,12005.0
05-2016,21713.0,11548.0
06-2016,23922.0,12138.0
07-2016,20872.0,11264.0
08-2016,17812.0,10747.0
09-2016,24512.0,11904.0
10-2016,26415.0,12164.0
11-2016,27960.0,13313.0
12-2016,25498.0,13081.0
