Date,Delivered,Sales
01-2014,55576.0,34717.0
02-2014,49461.0,30547.0
03-2014,56200.0,37227.0
04-2014,51667.0,32021.0
05-2014,51452.0,31806.0
06-2014,48523.0,29264.0
07-2014,45291.0,25863.0
08-2014,36212.0,21027.0
09-2014,47435.0,31055.0
10-2014,47539.0,30809.0
11-2014,45297.0,29408.0
12-2014,45947.0,29725.0
01-2015,53730.0,35677.0
02-2015,42671.0,27880.0
03-2015,46491.0,28975.0
04-2015,44411.0,26709.0
05-2015,41362.0,25432.0
06-2015,44002.0,26515.0
07-2015,39150.0,21267.0
08-2015,31600.0,16433.0
09-2015,40015.0,25417.0
10-2015,47317.0,26714.0
11-2015,50344.0,28082.0
12-2015,48594.0,27447.0
01-2016,45089.0,25177.0
02-2016,45230.0,24589.0
03-2016,44820.0,24870.0
04-2016,38951.0,22910.0
05-2016,36166.0,21989.0
06-2016,40161.0,24282.0
07-2016,34332.0,19207.0
08-2016,26862.0,15412.0
09-2016,39013.0,22369.0
10-2016,42059.0,23175.0
11-2016,45644.0,25576.0
12-2016,41111.0,24375.0
