Date,Delivered,Sales
01-2014,64213.0,41115.0
02-2014,60504.0,37871.0
03-2014,66939.0,42909.0
04-2014,67362.0,41017.0
05-2014,64393.0,37660.0
06-2014,59086.0,35354.0
07-2014,61547.0,34107.0
08-2014,49825.0,28098.0
09-2014,66047.0,40445.0
10-2014,63655.0,37980.0
11-2014,57770.0,36632.0
12-2014,62864.0,39228.0
01-2015,70535.0,43965.0
02-2015,56298.0,35320.0
03-2015,61768.0,36990.0
04-2015,57004.0,33140.0
05-2015,52165.0,31043.0
06-2015,57202.0,33624.0
07-2015,54434.0,28573.0
08-2015,45660.0,23484.0
09-2015,55856.0,33021.0
10-2015,61506.0,34653.0
11-2015,63309.0,35485.0
12-2015,60471.0,34711.0
01-2016,55187.0,32445.0
02-2016,55631.0,31314.0
03-2016,56328.0,32345.0
04-2016,51887.0,29248.0
05-2016,45669.0,28386.0
06-2016,48785.0,29574.0
07-2016,45467.0,24530.0
08-2016,35528.0,21054.0
09-2016,50035.0,28901.0
10-2016,54903.0,30124.0
11-2016,58265.0,33963.0
12-2016,53830.0,31580.0
