Date,Delivered,Sales
01-2014,12478.0,5976.0
02-2014,11013.0,5526.0
03-2014,11988.0,6764.0
04-2014,11952.0,6396.0
05-2014,11690.0,6160.0
06-2014,10854.0,5847.0
07-2014,14095.0,7191.0
08-2014,14803.0,7647.0
09-2014,13783.0,6968.0
10-2014,12690.0,6237.0
11-2014,11027.0,5367.0
12-2014,11966.0,6079.0
01-2015,13961.0,6732.0
02-2015,10883.0,5609.0
03-2015,11854.0,5714.0
04-2015,11205.0,5573.0
05-2015,10620.0,5379.0
06-2015,10715.0,5705.0
07-2015,13161.0,6581.0
08-2015,13685.0,6733.0
09-2015,12647.0,5920.0
10-2015,13232.0,5741.0
11-2015,12938.0,5605.0
12-2015,11909.0,5581.0
01-2016,10579.0,4515.0
02-2016,10908.0,4909.0
03-2016,10968.0,5098.0
04-2016,10347.0,4825.0
05-2016,9705.0,4731.0
06-2016,10326.0,5097.0
07-2016,10861.0,5508.0
08-2016,10861.0,6000.0
09-2016,10486.0,4939.0
10-2016,10960.0,5057.0
11-2016,11354.0,5138.0
12-2016,10966.0,5120.0
