Date,Delivered,Sales
01-2014,28041.0,13814.0
02-2014,26242.0,12271.0
03-2014,28487.0,15336.0
04-2014,29187.0,15114.0
05-2014,28361.0,13804.0
06-2014,24578.0,12528.0
07-2014,29812.0,14929.0
08-2014,28237.0,15321.0
09-2014,26793.0,14547.0
10-2014,27435.0,13721.0
11-2014,25372.0,12474.0
12-2014,25593.0,13093.0
01-2015,27992.0,14422.0
02-2015,23103.0,12201.0
03-2015,22805.0,11306.0
04-2015,24848.0,12566.0
05-2015,23723.0,11707.0
06-2015,24944.0,12488.0
07-2015,26960.0,13753.0
08-2015,25945.0,13412.0
09-2015,24494.0,12286.0
10-2015,25659.0,12607.0
11-2015,25749.0,12403.0
12-2015,24217.0,12132.0
01-2016,22907.0,10479.0
02-2016,22635.0,10064.0
03-2016,23091.0,10597.0
04-2016,20793.0,10527.0
05-2016,19248.0,10062.0
06-2016,20002.0,10755.0
07-2016,21707.0,11521.0
08-2016,21660.0,12299.0
09-2016,21773.0,10727.0
10-2016,21674.0,10794.0
11-2016,23941.0,11451.0
12-2016,22152.0,11131.0
