Date,Delivered,Sales
01-2014,29200.0,16561.0
02-2014,26296.0,15031.0
03-2014,30512.0,17958.0
04-2014,32801.0,19363.0
05-2014,31997.0,17257.0
06-2014,28768.0,17185.0
07-2014,43563.0,27883.0
08-2014,46480.0,31633.0
09-2014,37831.0,23147.0
10-2014,31355.0,18170.0
11-2014,25858.0,14432.0
12-2014,27753.0,16303.0
01-2015,28342.0,16578.0
02-2015,24782.0,15154.0
03-2015,27112.0,14843.0
04-2015,28642.0,17030.0
05-2015,26870.0,15369.0
06-2015,28180.0,16371.0
07-2015,40454.0,24696.0
08-2015,42254.0,27076.0
09-2015,32472.0,19864.0
10-2015,30247.0,16645.0
11-2015,29129.0,13943.0
12-2015,27227.0,14522.0
01-2016,24460.0,13429.0
02-2016,25625.0,13432.0
03-2016,25837.0,13855.0
04-2016,27078.0,14682.0
05-2016,25392.0,13672.0
06-2016,27989.0,15200.0
07-2016,40313.0,21761.0
08-2016,44292.0,25788.0
09-2016,33357.0,17908.0
10-2016,29868.0,14988.0
11-2016,30203.0,13903.0
12-2016,28043.0,14225.0
