Date,Delivered,Sales
01-2014,84854.0,58181.0
02-2014,73825.0,50396.0
03-2014,87947.0,60929.0
04-2014,78011.0,51012.0
05-2014,78059.0,51884.0
06-2014,70862.0,47233.0
07-2014,62230.0,40751.0
08-2014,49531.0,33973.0
09-2014,74441.0,50577.0
10-2014,72588.0,50596.0
11-2014,70581.0,50072.0
12-2014,72924.0,50400.0
01-2015,84920.0,58693.0
02-2015,68372.0,47019.0
03-2015,74903.0,50770.0
04-2015,69464.0,45837.0
05-2015,66155.0,44056.0
06-2015,71562.0,46300.0
07-2015,55769.0,36003.0
08-2015,46189.0,29401.0
09-2015,66136.0,43733.0
10-2015,73613.0,45569.0
11-2015,84289.0,48408.0
12-2015,81910.0,48120.0
01-2016,78521.0,44907.0
02-2016,76195.0,42731.0
03-2016,72329.0,42016.0
04-2016,62803.0,38505.0
05-2016,61372.0,37276.0
06-2016,66670.0,39898.0
07-2016,50803.0,29515.0
08-2016,43871.0,26587.0
09-2016,59012.0,37100.0
10-2016,66121.0,39214.0
11-2016,73048.0,44112.0
12-2016,69129.0,42398.0
