Date,Delivered,Sales
01-2014,33737.0,19565.0
02-2014,36497.0,21942.0
03-2014,43780.0,25174.0
04-2014,30094.0,15866.0
05-2014,24301.0,12688.0
06-2014,23187.0,13287.0
07-2014,45058.0,26562.0
08-2014,57221.0,34271.0
09-2014,30879.0,16353.0
10-2014,24651.0,13132.0
11-2014,21741.0,10905.0
12-2014,33223.0,18182.0
01-2015,36546.0,19893.0
02-2015,35729.0,22779.0
03-2015,35395.0,18753.0
04-2015,25040.0,12843.0
05-2015,19902.0,10634.0
06-2015,21807.0,12423.0
07-2015,40499.0,23758.0
08-2015,48905.0,28887.0
09-2015,26793.0,13477.0
10-2015,27407.0,12381.0
11-2015,24420.0,10664.0
12-2015,30671.0,16056.0
01-2016,29292.0,15261.0
02-2016,37440.0,19954.0
03-2016,33311.0,17856.0
04-2016,22494.0,11622.0
05-2016,18097.0,9747.0
06-2016,20883.0,11667.0
07-2016,35182.0,20489.0
08-2016,47036.0,27129.0
09-2016,25264.0,12076.0
10-2016,23335.0,11282.0
11-2016,23793.0,10608.0
12-2016,30601.0,15874.0
