Date,Delivered,Sales
01-2014,16807.0,9059.0
02-2014,14940.0,8016.0
03-2014,17144.0,10079.0
04-2014,18089.0,10496.0
05-2014,18010.0,9865.0
06-2014,18378.0,10055.0
07-2014,26228.0,14397.0
08-2014,25673.0,14980.0
09-2014,22043.0,12120.0
10-2014,17810.0,9237.0
11-2014,15602.0,8206.0
12-2014,16078.0,8546.0
01-2015,17412.0,9349.0
02-2015,14006.0,7938.0
03-2015,15890.0,8286.0
04-2015,17181.0,8783.0
05-2015,16614.0,8532.0
06-2015,18695.0,9441.0
07-2015,25193.0,12537.0
08-2015,25277.0,12246.0
09-2015,20811.0,9783.0
10-2015,18174.0,8693.0
11-2015,17714.0,8098.0
12-2015,15813.0,7882.0
01-2016,15039.0,7285.0
02-2016,15943.0,7300.0
03-2016,16070.0,7443.0
04-2016,15181.0,7676.0
05-2016,15862.0,7903.0
06-2016,17409.0,8843.0
07-2016,20824.0,10708.0
08-2016,21069.0,11346.0
09-2016,19387.0,8708.0
10-2016,17980.0,7818.0
11-2016,18518.0,8052.0
12-2016,16740.0,7867.0
