Date,Delivered,Sales
01-2014,61543.0,39870.0
02-2014,58391.0,37349.0
03-2014,69792.0,45450.0
04-2014,69746.0,43964.0
05-2014,73401.0,43111.0
06-2014,69815.0,44503.0
07-2014,88319.0,59871.0
08-2014,85151.0,59454.0
09-2014,83388.0,53723.0
10-2014,68419.0,40646.0
11-2014,58111.0,33654.0
12-2014,59214.0,34818.0
01-2015,64641.0,39423.0
02-2015,56991.0,37023.0
03-2015,61104.0,36639.0
04-2015,61517.0,37792.0
05-2015,62867.0,37680.0
06-2015,68941.0,42910.0
07-2015,80538.0,50883.0
08-2015,76234.0,50142.0
09-2015,71501.0,43902.0
10-2015,64843.0,36308.0
11-2015,61355.0,31288.0
12-2015,59281.0,31816.0
01-2016,54112.0,31380.0
02-2016,57228.0,32645.0
03-2016,57738.0,32405.0
04-2016,56798.0,31895.0
05-2016,55203.0,33309.0
06-2016,57052.0,36801.0
07-2016,68892.0,44096.0
08-2016,69667.0,46634.0
09-2016,63194.0,38840.0
10-2016,61970.0,32703.0
11-2016,62690.0,30827.0
12-2016,55553.0,29430.0
