Date,Delivered,Sales
01-2014,23022.0,11528.0
02-2014,22847.0,11853.0
03-2014,24027.0,14055.0
04-2014,32343.0,18389.0
05-2014,29046.0,15616.0
06-2014,27934.0,14569.0
07-2014,47678.0,28927.0
08-2014,51444.0,33595.0
09-2014,31856.0,17014.0
10-2014,29193.0,15612.0
11-2014,22003.0,11517.0
12-2014,23302.0,12115.0
01-2015,22726.0,11988.0
02-2015,21904.0,11680.0
03-2015,18234.0,10207.0
04-2015,28662.0,15711.0
05-2015,26644.0,14113.0
06-2015,22963.0,13151.0
07-2015,44499.0,26514.0
08-2015,46024.0,28847.0
09-2015,29443.0,14105.0
10-2015,30597.0,14370.0
11-2015,26230.0,11176.0
12-2015,22903.0,12094.0
01-2016,21439.0,9264.0
02-2016,22456.0,9920.0
03-2016,22399.0,11080.0
04-2016,25104.0,12777.0
05-2016,23317.0,11594.0
06-2016,23077.0,11390.0
07-2016,38917.0,22713.0
08-2016,45592.0,28295.0
09-2016,26002.0,12769.0
10-2016,25387.0,12684.0
11-2016,25081.0,10557.0
12-2016,22441.0,11358.0
