Date,Delivered,Sales
01-2014,9188.0,5022.0
02-2014,8514.0,4455.0
03-2014,9741.0,5595.0
04-2014,9544.0,5258.0
05-2014,9419.0,5002.0
06-2014,8833.0,4569.0
07-2014,10394.0,5602.0
08-2014,10188.0,5842.0
09-2014,9979.0,5424.0
10-2014,9674.0,4999.0
11-2014,8546.0,4511.0
12-2014,8406.0,4759.0
01-2015,9805.0,5430.0
02-2015,7629.0,4468.0
03-2015,8466.0,4656.0
04-2015,8843.0,4568.0
05-2015,8021.0,4206.0
06-2015,8744.0,4539.0
07-2015,9853.0,5095.0
08-2015,9516.0,5127.0
09-2015,9191.0,4650.0
10-2015,9114.0,4495.0
11-2015,9339.0,4488.0
12-2015,7723.0,4190.0
01-2016,7016.0,3718.0
02-2016,6989.0,3685.0
03-2016,7306.0,3750.0
04-2016,7877.0,3639.0
05-2016,7830.0,3650.0
06-2016,8170.0,3941.0
07-2016,9125.0,4366.0
08-2016,9704.0,4636.0
09-2016,9809.0,3876.0
10-2016,9855.0,3809.0
11-2016,10366.0,4229.0
12-2016,9329.0,3928.0
