Date,Delivered,Sales
01-2014,5148.0,2612.0
02-2014,5205.0,2731.0
03-2014,6610.0,3550.0
04-2014,6330.0,3187.0
05-2014,6418.0,3374.0
06-2014,6181.0,3424.0
07-2014,8843.0,5402.0
08-2014,10062.0,6315.0
09-2014,7501.0,4017.0
10-2014,6218.0,3249.0
11-2014,5086.0,2404.0
12-2014,5075.0,2468.0
01-2015,5287.0,2601.0
02-2015,4966.0,2736.0
03-2015,5878.0,2696.0
04-2015,5561.0,2721.0
05-2015,5300.0,2590.0
06-2015,6115.0,3066.0
07-2015,8294.0,4824.0
08-2015,9296.0,5362.0
09-2015,7188.0,3261.0
10-2015,6193.0,2936.0
11-2015,5614.0,2289.0
12-2015,5028.0,2196.0
01-2016,4606.0,1952.0
02-2016,5236.0,2091.0
03-2016,5423.0,2173.0
04-2016,5047.0,2260.0
05-2016,5046.0,2361.0
06-2016,5457.0,2696.0
07-2016,6836.0,3790.0
08-2016,7142.0,4639.0
09-2016,5772.0,2971.0
10-2016,5851.0,2663.0
11-2016,6440.0,2274.0
12-2016,5608.0,2167.0
