Date,Delivered,Sales
01-2014,1933.0,604.0
02-2014,1800.0,570.0
03-2014,1837.0,699.0
04-2014,1695.0,739.0
05-2014,1831.0,692.0
06-2014,1682.0,611.0
07-2014,1880.0,740.0
08-2014,1587.0,739.0
09-2014,1840.0,671.0
10-2014,1718.0,620.0
11-2014,1590.0,570.0
12-2014,1492.0,578.0
01-2015,1839.0,711.0
02-2015,1445.0,580.0
03-2015,1610.0,564.0
04-2015,1560.0,543.0
05-2015,1512.0,547.0
06-2015,1472.0,546.0
07-2015,1528.0,581.0
08-2015,1425.0,567.0
09-2015,1367.0,513.0
10-2015,1347.0,522.0
11-2015,1303.0,482.0
12-2015,1248.0,514.0
01-2016,1186.0,475.0
02-2016,1216.0,458.0
03-2016,1225.0,406.0
04-2016,1106.0,473.0
05-2016,1106.0,495.0
06-2016,1271.0,518.0
07-2016,1282.0,563.0
08-2016,1211.0,544.0
09-2016,1299.0,441.0
10-2016,1376.0,480.0
11-2016,1491.0,473.0
12-2016,1366.0,429.0
