Date,Delivered,Sales
01-2014,11021.0,4940.0
02-2014,10177.0,4377.0
03-2014,10757.0,5696.0
04-2014,11524.0,5562.0
05-2014,11237.0,5283.0
06-2014,9623.0,4828.0
07-2014,12587.0,6055.0
08-2014,12162.0,6168.0
09-2014,10488.0,5444.0
10-2014,10830.0,5467.0
11-2014,9950.0,4796.0
12-2014,10275.0,4874.0
01-2015,10577.0,5132.0
02-2015,9065.0,4490.0
03-2015,8757.0,4193.0
04-2015,10674.0,5065.0
05-2015,10263.0,4638.0
06-2015,9940.0,4752.0
07-2015,11886.0,5654.0
08-2015,11610.0,5792.0
09-2015,10791.0,5045.0
10-2015,11486.0,5119.0
11-2015,11051.0,4707.0
12-2015,9150.0,4824.0
01-2016,8947.0,4126.0
02-2016,8390.0,4008.0
03-2016,8367.0,4076.0
04-2016,8163.0,4050.0
05-2016,7954.0,3910.0
06-2016,8326.0,4196.0
07-2016,8711.0,4678.0
08-2016,8204.0,4830.0
09-2016,9221.0,4407.0
10-2016,9728.0,4202.0
11-2016,10367.0,4309.0
12-2016,9912.0,4259.0
