Date,Delivered,Sales
01-2014,47645.0,29590.0
02-2014,44842.0,27268.0
03-2014,54866.0,36144.0
04-2014,62135.0,39767.0
05-2014,70185.0,41832.0
06-2014,71572.0,47512.0
07-2014,105034.0,75734.0
08-2014,106478.0,80735.0
09-2014,89742.0,58189.0
10-2014,62568.0,37693.0
11-2014,48286.0,27274.0
12-2014,46959.0,27335.0
01-2015,50226.0,29457.0
02-2015,43094.0,27782.0
03-2015,47289.0,28292.0
04-2015,58151.0,35196.0
05-2015,62477.0,36298.0
06-2015,72971.0,45437.0
07-2015,99215.0,67257.0
08-2015,101707.0,69674.0
09-2015,81135.0,49377.0
10-2015,63860.0,33556.0
11-2015,54489.0,25693.0
12-2015,46837.0,25363.0
01-2016,42458.0,23619.0
02-2016,45044.0,24274.0
03-2016,47747.0,26194.0
04-2016,51762.0,29511.0
05-2016,55612.0,32256.0
06-2016,62452.0,41402.0
07-2016,90249.0,57664.0
08-2016,94479.0,63833.0
09-2016,72277.0,43706.0
10-2016,59691.0,30279.0
11-2016,53590.0,25605.0
12-2016,46811.0,23467.0
