Date,Delivered,Sales
01-2014,19593.0,10195.0
02-2014,18806.0,10152.0
03-2014,21878.0,12209.0
04-2014,23541.0,13107.0
05-2014,21938.0,11177.0
06-2014,19684.0,10760.0
07-2014,28106.0,16746.0
08-2014,27901.0,18591.0
09-2014,23245.0,13241.0
10-2014,22268.0,11998.0
11-2014,19338.0,10334.0
12-2014,19982.0,10663.0
01-2015,22630.0,11831.0
02-2015,19277.0,10622.0
03-2015,21066.0,10472.0
04-2015,22063.0,11309.0
05-2015,19966.0,10372.0
06-2015,21603.0,10627.0
07-2015,27314.0,15346.0
08-2015,28395.0,16238.0
09-2015,22114.0,11538.0
10-2015,23623.0,11692.0
11-2015,20742.0,10006.0
12-2015,18915.0,10216.0
01-2016,17156.0,9122.0
02-2016,18181.0,9347.0
03-2016,19213.0,9864.0
04-2016,19424.0,10309.0
05-2016,18594.0,9240.0
06-2016,17530.0,9817.0
07-2016,22058.0,13029.0
08-2016,23729.0,15226.0
09-2016,20257.0,10063.0
10-2016,20948.0,10256.0
11-2016,21383.0,10250.0
12-2016,18809.0,9908.0
