Date,Delivered,Sales
01-2014,13551.0,6985.0
02-2014,12467.0,6317.0
03-2014,14693.0,8089.0
04-2014,17662.0,9487.0
05-2014,21388.0,11403.0
06-2014,25769.0,15319.0
07-2014,39829.0,25806.0
08-2014,40644.0,29597.0
09-2014,30529.0,18551.0
10-2014,19783.0,9933.0
11-2014,13600.0,6494.0
12-2014,12724.0,6284.0
01-2015,14022.0,6836.0
02-2015,12448.0,6736.0
03-2015,12540.0,6336.0
04-2015,15376.0,7778.0
05-2015,18611.0,9926.0
06-2015,24869.0,14698.0
07-2015,34720.0,21360.0
08-2015,37320.0,24310.0
09-2015,27518.0,15428.0
10-2015,19164.0,9199.0
11-2015,15733.0,5933.0
12-2015,11110.0,5866.0
01-2016,10078.0,5026.0
02-2016,10287.0,5343.0
03-2016,10369.0,5504.0
04-2016,12974.0,6692.0
05-2016,15445.0,8166.0
06-2016,20659.0,12710.0
07-2016,31681.0,19369.0
08-2016,33860.0,21851.0
09-2016,25016.0,13893.0
10-2016,18049.0,8069.0
11-2016,16263.0,6098.0
12-2016,13520.0,5387.0
