Date,Delivered,Sales
01-2014,1901.0,776.0
02-2014,1692.0,695.0
03-2014,1967.0,962.0
04-2014,1859.0,857.0
05-2014,1812.0,805.0
06-2014,1550.0,732.0
07-2014,1773.0,756.0
08-2014,1497.0,673.0
09-2014,1515.0,748.0
10-2014,1394.0,712.0
11-2014,1411.0,685.0
12-2014,1529.0,739.0
01-2015,1700.0,798.0
02-2015,1469.0,641.0
03-2015,1458.0,711.0
04-2015,1471.0,731.0
05-2015,1368.0,646.0
06-2015,1462.0,713.0
07-2015,1601.0,681.0
08-2015,1359.0,604.0
09-2015,1461.0,691.0
10-2015,1509.0,661.0
11-2015,1671.0,716.0
12-2015,1448.0,731.0
01-2016,1395.0,653.0
02-2016,1414.0,648.0
03-2016,1521.0,701.0
04-2016,1421.0,646.0
05-2016,1434.0,665.0
06-2016,1554.0,663.0
07-2016,1544.0,606.0
08-2016,1356.0,656.0
09-2016,1485.0,644.0
10-2016,1534.0,681.0
11-2016,1667.0,738.0
12-2016,1683.0,699.0
