Date,Delivered,Sales
01-2014,7250.0,4228.0
02-2014,7089.0,3959.0
03-2014,8008.0,4857.0
04-2014,8265.0,4825.0
05-2014,7903.0,4363.0
06-2014,7654.0,4221.0
07-2014,9393.0,4919.0
08-2014,8425.0,5175.0
09-2014,8535.0,4827.0
10-2014,9116.0,4632.0
11-2014,7281.0,3997.0
12-2014,7821.0,4212.0
01-2015,8327.0,4629.0
02-2015,6920.0,3845.0
03-2015,7070.0,4024.0
04-2015,8037.0,4009.0
05-2015,7316.0,3663.0
06-2015,7440.0,4066.0
07-2015,8283.0,4473.0
08-2015,9091.0,4547.0
09-2015,8163.0,4266.0
10-2015,9110.0,4358.0
11-2015,8700.0,4055.0
12-2015,7518.0,3990.0
01-2016,6926.0,3570.0
02-2016,7171.0,3668.0
03-2016,7186.0,3703.0
04-2016,7482.0,3710.0
05-2016,7177.0,3386.0
06-2016,7498.0,3604.0
07-2016,7608.0,3942.0
08-2016,7806.0,4096.0
09-2016,8503.0,3629.0
10-2016,8439.0,3761.0
11-2016,9085.0,3951.0
12-2016,8169.0,3712.0
