Date,Delivered,Sales
01-2014,6503.0,2994.0
02-2014,6059.0,2720.0
03-2014,7139.0,3502.0
04-2014,7448.0,3933.0
05-2014,8101.0,3820.0
06-2014,7211.0,3759.0
07-2014,11662.0,6114.0
08-2014,12786.0,7613.0
09-2014,9757.0,4757.0
10-2014,8180.0,3754.0
11-2014,6658.0,2834.0
12-2014,6531.0,2800.0
01-2015,6467.0,2898.0
02-2015,5744.0,2672.0
03-2015,6059.0,2598.0
04-2015,6853.0,3208.0
05-2015,7168.0,3256.0
06-2015,7438.0,3473.0
07-2015,10442.0,5516.0
08-2015,11868.0,6410.0
09-2015,8477.0,4052.0
10-2015,7167.0,3423.0
11-2015,6736.0,2770.0
12-2015,5868.0,2588.0
01-2016,5567.0,2297.0
02-2016,5556.0,2373.0
03-2016,5717.0,2550.0
04-2016,5956.0,3004.0
05-2016,6163.0,2983.0
06-2016,6441.0,3273.0
07-2016,9192.0,4901.0
08-2016,11062.0,6224.0
09-2016,7709.0,3651.0
10-2016,6737.0,3137.0
11-2016,7310.0,2870.0
12-2016,6739.0,2611.0
