Date,Delivered,Sales
01-2014,17090.0,7811.0
02-2014,15750.0,7234.0
03-2014,17386.0,9089.0
04-2014,17571.0,9143.0
05-2014,17325.0,8546.0
06-2014,15686.0,7870.0
07-2014,19688.0,10062.0
08-2014,19221.0,10806.0
09-2014,17231.0,9040.0
10-2014,17279.0,8480.0
11-2014,15714.0,7211.0
12-2014,15689.0,7593.0
01-2015,17109.0,8285.0
02-2015,13628.0,7097.0
03-2015,13355.0,6674.0
04-2015,15514.0,7938.0
05-2015,14896.0,7508.0
06-2015,14583.0,7412.0
07-2015,16772.0,8990.0
08-2015,17192.0,9126.0
09-2015,16093.0,7493.0
10-2015,16249.0,7798.0
11-2015,16282.0,7226.0
12-2015,14594.0,7562.0
01-2016,13668.0,6281.0
02-2016,13433.0,6278.0
03-2016,13768.0,6601.0
04-2016,13061.0,6559.0
05-2016,12384.0,6134.0
06-2016,12602.0,6378.0
07-2016,13415.0,7317.0
08-2016,14979.0,8427.0
09-2016,13045.0,6449.0
10-2016,13556.0,6544.0
11-2016,14462.0,6733.0
12-2016,13167.0,6600.0
