Date,Delivered,Sales
01-2014,33572.0,19527.0
02-2014,31628.0,17587.0
03-2014,37575.0,22003.0
04-2014,40411.0,22530.0
05-2014,40255.0,21921.0
06-2014,38065.0,21372.0
07-2014,55349.0,31945.0
08-2014,56477.0,36806.0
09-2014,47797.0,25895.0
10-2014,42261.0,21576.0
11-2014,34684.0,18807.0
12-2014,36481.0,20026.0
01-2015,38859.0,21787.0
02-2015,32441.0,18516.0
03-2015,35226.0,18736.0
04-2015,39698.0,20567.0
05-2015,39507.0,19646.0
06-2015,40386.0,21481.0
07-2015,51411.0,29444.0
08-2015,56434.0,31818.0
09-2015,44014.0,22795.0
10-2015,45383.0,20189.0
11-2015,45673.0,19199.0
12-2015,40755.0,19020.0
01-2016,36851.0,16954.0
02-2016,36254.0,16655.0
03-2016,36755.0,17596.0
04-2016,37328.0,18262.0
05-2016,35850.0,17770.0
06-2016,38875.0,19885.0
07-2016,52567.0,27062.0
08-2016,55998.0,30878.0
09-2016,45064.0,20946.0
10-2016,41009.0,18680.0
11-2016,43736.0,18743.0
12-2016,38996.0,17889.0
