Date,Delivered,Sales
01-2014,5254.0,2655.0
02-2014,4834.0,2540.0
03-2014,5810.0,3310.0
04-2014,6507.0,3522.0
05-2014,6383.0,3330.0
06-2014,6033.0,3222.0
07-2014,8762.0,4722.0
08-2014,8832.0,5570.0
09-2014,6992.0,3718.0
10-2014,6687.0,3385.0
11-2014,5814.0,2815.0
12-2014,5745.0,2731.0
01-2015,6332.0,3048.0
02-2015,5104.0,2562.0
03-2015,5750.0,2541.0
04-2015,6140.0,2998.0
05-2015,6000.0,2731.0
06-2015,6182.0,2821.0
07-2015,8013.0,4093.0
08-2015,8994.0,4664.0
09-2015,6729.0,3087.0
10-2015,6462.0,2960.0
11-2015,6529.0,2685.0
12-2015,5687.0,2496.0
01-2016,5249.0,2127.0
02-2016,5374.0,2065.0
03-2016,5317.0,2212.0
04-2016,5509.0,2382.0
05-2016,5558.0,2307.0
06-2016,5911.0,2531.0
07-2016,7474.0,3423.0
08-2016,8491.0,4390.0
09-2016,6868.0,2633.0
10-2016,6181.0,2488.0
11-2016,6973.0,2638.0
12-2016,6489.0,2270.0
