Date,Delivered,Sales
01-2014,40191.0,23032.0
02-2014,35177.0,19670.0
03-2014,40518.0,24014.0
04-2014,36978.0,20800.0
05-2014,36608.0,20325.0
06-2014,33845.0,18749.0
07-2014,30883.0,17302.0
08-2014,25842.0,14814.0
09-2014,35482.0,20124.0
10-2014,34802.0,19694.0
11-2014,32920.0,18947.0
12-2014,33852.0,19130.0
01-2015,38296.0,22649.0
02-2015,30889.0,18584.0
03-2015,32557.0,17657.0
04-2015,29929.0,16580.0
05-2015,30029.0,16348.0
06-2015,31923.0,17117.0
07-2015,26183.0,14300.0
08-2015,22869.0,12159.0
09-2015,29863.0,16682.0
10-2015,33390.0,17358.0
11-2015,34574.0,17973.0
12-2015,31849.0,17228.0
01-2016,31207.0,16070.0
02-2016,31308.0,15673.0
03-2016,29794.0,15416.0
04-2016,26397.0,14281.0
05-2016,25208.0,13457.0
06-2016,26590.0,14325.0
07-2016,23063.0,11773.0
08-2016,18039.0,10794.0
09-2016,26467.0,13469.0
10-2016,29335.0,14145.0
11-2016,31368.0,15533.0
12-2016,28025.0,14622.0
