Date,Delivered,Sales
01-2014,11649.0,6135.0
02-2014,11811.0,5810.0
03-2014,13961.0,7780.0
04-2014,21198.0,11464.0
05-2014,19641.0,9531.0
06-2014,18540.0,9950.0
07-2014,38788.0,23317.0
08-2014,41006.0,27990.0
09-2014,23359.0,13115.0
10-2014,18200.0,8976.0
11-2014,12586.0,6178.0
12-2014,12941.0,6291.0
01-2015,13095.0,6506.0
02-2015,12376.0,6207.0
03-2015,13414.0,6397.0
04-2015,19616.0,9846.0
05-2015,17691.0,8955.0
06-2015,18485.0,9870.0
07-2015,35321.0,20583.0
08-2015,38387.0,23491.0
09-2015,21310.0,10530.0
10-2015,18078.0,8277.0
11-2015,15681.0,5971.0
12-2015,12114.0,5740.0
01-2016,11475.0,4852.0
02-2016,12479.0,5258.0
03-2016,12924.0,5817.0
04-2016,15781.0,8038.0
05-2016,16269.0,7494.0
06-2016,17684.0,8771.0
07-2016,29721.0,18068.0
08-2016,35644.0,22229.0
09-2016,20813.0,9541.0
10-2016,17925.0,7661.0
11-2016,17403.0,6498.0
12-2016,14067.0,5607.0
