Date,Delivered,Sales
01-2014,10777.0,5379.0
02-2014,10518.0,5015.0
03-2014,12038.0,6071.0
04-2014,11491.0,5637.0
05-2014,11070.0,5578.0
06-2014,10747.0,5342.0
07-2014,14603.0,7029.0
08-2014,13614.0,7294.0
09-2014,13631.0,6688.0
10-2014,11934.0,5885.0
11-2014,10166.0,4921.0
12-2014,11129.0,5398.0
01-2015,12523.0,6190.0
02-2015,10565.0,5178.0
03-2015,11494.0,5016.0
04-2015,10788.0,4997.0
05-2015,9936.0,4745.0
06-2015,11013.0,4977.0
07-2015,13354.0,6000.0
08-2015,12985.0,6125.0
09-2015,12612.0,5500.0
10-2015,13178.0,5431.0
11-2015,13098.0,5263.0
12-2015,11683.0,4886.0
01-2016,10949.0,4438.0
02-2016,11261.0,4537.0
03-2016,11164.0,4533.0
04-2016,9464.0,4470.0
05-2016,9552.0,4423.0
06-2016,10519.0,4832.0
07-2016,11229.0,5414.0
08-2016,10960.0,5862.0
09-2016,10453.0,4948.0
10-2016,10732.0,4912.0
11-2016,11094.0,4830.0
12-2016,10552.0,4534.0
