Date,Delivered,Sales
01-2014,11699.0,5200.0
02-2014,10071.0,4708.0
03-2014,12135.0,6112.0
04-2014,12073.0,6261.0
05-2014,12467.0,6170.0
06-2014,10955.0,5671.0
07-2014,15927.0,8267.0
08-2014,17476.0,9189.0
09-2014,15110.0,6956.0
10-2014,13104.0,6197.0
11-2014,11454.0,5134.0
12-2014,12254.0,5341.0
01-2015,13201.0,5743.0
02-2015,10299.0,5089.0
03-2015,10833.0,5078.0
04-2015,11310.0,5458.0
05-2015,10679.0,5191.0
06-2015,11567.0,5278.0
07-2015,13757.0,6957.0
08-2015,15336.0,7803.0
09-2015,14162.0,6042.0
10-2015,13906.0,5672.0
11-2015,13286.0,5065.0
12-2015,10784.0,4976.0
01-2016,10199.0,4245.0
02-2016,10032.0,4337.0
03-2016,10347.0,4675.0
04-2016,10251.0,4847.0
05-2016,10227.0,4938.0
06-2016,10746.0,5131.0
07-2016,12495.0,6392.0
08-2016,13430.0,7243.0
09-2016,11894.0,5303.0
10-2016,12618.0,5401.0
11-2016,12802.0,5247.0
12-2016,11199.0,4948.0
