Date,Delivered,Sales
01-2014,11257.0,5069.0
02-2014,9825.0,4656.0
03-2014,10760.0,5761.0
04-2014,11411.0,5933.0
05-2014,11582.0,5737.0
06-2014,10262.0,5026.0
07-2014,13185.0,6761.0
08-2014,12691.0,7155.0
09-2014,11204.0,5757.0
10-2014,10646.0,5477.0
11-2014,10034.0,4798.0
12-2014,10427.0,4923.0
01-2015,10938.0,5222.0
02-2015,8864.0,4273.0
03-2015,8853.0,4116.0
04-2015,9933.0,4816.0
05-2015,9453.0,4640.0
06-2015,10073.0,4765.0
07-2015,11883.0,5923.0
08-2015,11624.0,5984.0
09-2015,10910.0,4613.0
10-2015,11318.0,5041.0
11-2015,10747.0,4398.0
12-2015,9488.0,4475.0
01-2016,9184.0,4027.0
02-2016,9139.0,3803.0
03-2016,9022.0,3995.0
04-2016,8656.0,4142.0
05-2016,8158.0,4020.0
06-2016,8431.0,4190.0
07-2016,9258.0,5039.0
08-2016,9135.0,5661.0
09-2016,8971.0,4111.0
10-2016,9688.0,4346.0
11-2016,9936.0,4227.0
12-2016,9015.0,4305.0
