Date,Delivered,Sales
01-2014,7458.0,2953.0
02-2014,7364.0,2733.0
03-2014,7243.0,3493.0
04-2014,7909.0,3605.0
05-2014,7748.0,3356.0
06-2014,6944.0,2984.0
07-2014,8018.0,4008.0
08-2014,7994.0,4308.0
09-2014,6706.0,3414.0
10-2014,6977.0,3289.0
11-2014,6382.0,2892.0
12-2014,6296.0,2843.0
01-2015,6483.0,3155.0
02-2015,5389.0,2636.0
03-2015,4965.0,2575.0
04-2015,6503.0,2851.0
05-2015,5910.0,2762.0
06-2015,5735.0,2670.0
07-2015,7584.0,3339.0
08-2015,7275.0,3192.0
09-2015,6352.0,2699.0
10-2015,6781.0,2888.0
11-2015,6846.0,2674.0
12-2015,6100.0,2739.0
01-2016,5493.0,2332.0
02-2016,5368.0,2311.0
03-2016,5545.0,2447.0
04-2016,5339.0,2553.0
05-2016,5237.0,2410.0
06-2016,5424.0,2618.0
07-2016,6242.0,3182.0
08-2016,6080.0,3279.0
09-2016,6253.0,2716.0
10-2016,6088.0,2690.0
11-2016,6580.0,2733.0
12-2016,5858.0,2519.0
