Date,Delivered,Sales
01-2014,18227.0,9171.0
02-2014,17354.0,8453.0
03-2014,20447.0,10731.0
04-2014,23992.0,12874.0
05-2014,21376.0,10688.0
06-2014,18999.0,10558.0
07-2014,33495.0,20150.0
08-2014,36319.0,24340.0
09-2014,25184.0,13873.0
10-2014,21479.0,10659.0
11-2014,17892.0,8535.0
12-2014,18435.0,8901.0
01-2015,18784.0,9456.0
02-2015,16606.0,8691.0
03-2015,17181.0,8591.0
04-2015,19961.0,10607.0
05-2015,18810.0,9269.0
06-2015,19796.0,10531.0
07-2015,31537.0,18627.0
08-2015,34759.0,20949.0
09-2015,22422.0,11321.0
10-2015,23860.0,9872.0
11-2015,21245.0,8221.0
12-2015,17759.0,8301.0
01-2016,16033.0,7152.0
02-2016,16922.0,7618.0
03-2016,17050.0,7935.0
04-2016,17263.0,9051.0
05-2016,17190.0,8106.0
06-2016,18922.0,9630.0
07-2016,25680.0,15673.0
08-2016,29908.0,18541.0
09-2016,22801.0,10531.0
10-2016,20786.0,8988.0
11-2016,21110.0,8494.0
12-2016,18844.0,8308.0
