Date,Delivered,Sales
01-2014,11036.0,5213.0
02-2014,11071.0,5039.0
03-2014,11851.0,6215.0
04-2014,14446.0,7678.0
05-2014,14060.0,6493.0
06-2014,12977.0,6306.0
07-2014,21019.0,11627.0
08-2014,22811.0,13858.0
09-2014,15493.0,8112.0
10-2014,13758.0,6590.0
11-2014,11567.0,5518.0
12-2014,11892.0,5562.0
01-2015,12419.0,5751.0
02-2015,11043.0,5356.0
03-2015,12287.0,5520.0
04-2015,13750.0,6500.0
05-2015,12367.0,5882.0
06-2015,12215.0,6056.0
07-2015,19388.0,10664.0
08-2015,20631.0,11625.0
09-2015,14091.0,6743.0
10-2015,14399.0,6306.0
11-2015,12639.0,4874.0
12-2015,11146.0,5180.0
01-2016,10348.0,4293.0
02-2016,10695.0,4351.0
03-2016,11102.0,4805.0
04-2016,11835.0,5608.0
05-2016,11288.0,5017.0
06-2016,11940.0,5365.0
07-2016,17217.0,9134.0
08-2016,19760.0,11056.0
09-2016,13914.0,5961.0
10-2016,13214.0,5299.0
11-2016,13313.0,4912.0
12-2016,11625.0,4786.0
