Date,Delivered,Sales
01-2014,6163.0,2597.0
02-2014,5492.0,2224.0
03-2014,6412.0,3004.0
04-2014,6637.0,3014.0
05-2014,6472.0,2861.0
06-2014,5751.0,2619.0
07-2014,6881.0,3582.0
08-2014,7228.0,4000.0
09-2014,6322.0,3050.0
10-2014,6134.0,2804.0
11-2014,5190.0,2368.0
12-2014,5158.0,2404.0
01-2015,5278.0,2463.0
02-2015,4301.0,2113.0
03-2015,3931.0,2018.0
04-2015,5240.0,2347.0
05-2015,5112.0,2254.0
06-2015,4769.0,2262.0
07-2015,6523.0,3062.0
08-2015,6904.0,3234.0
09-2015,5976.0,2459.0
10-2015,5455.0,2455.0
11-2015,5179.0,2262.0
12-2015,4760.0,2219.0
01-2016,4324.0,1814.0
02-2016,4212.0,1776.0
03-2016,4308.0,1879.0
04-2016,4503.0,2052.0
05-2016,4518.0,1986.0
06-2016,4745.0,2196.0
07-2016,5461.0,2859.0
08-2016,5543.0,3258.0
09-2016,5638.0,2222.0
10-2016,5282.0,2290.0
11-2016,5626.0,2160.0
12-2016,5111.0,2066.0
