Date,Delivered,Sales
01-2014,32376.0,19490.0
02-2014,29250.0,17151.0
03-2014,35443.0,21518.0
04-2014,32749.0,18671.0
05-2014,32832.0,18472.0
06-2014,29715.0,17037.0
07-2014,29536.0,16382.0
08-2014,25660.0,14636.0
09-2014,31296.0,18090.0
10-2014,31489.0,18212.0
11-2014,28667.0,16366.0
12-2014,29246.0,16743.0
01-2015,32800.0,19900.0
02-2015,27382.0,15991.0
03-2015,28975.0,16662.0
04-2015,27999.0,15767.0
05-2015,26373.0,15259.0
06-2015,27925.0,15850.0
07-2015,24707.0,13718.0
08-2015,22268.0,11833.0
09-2015,26610.0,15031.0
10-2015,30344.0,16425.0
11-2015,31811.0,17082.0
12-2015,29998.0,16253.0
01-2016,27640.0,14515.0
02-2016,28627.0,14319.0
03-2016,28106.0,14077.0
04-2016,25680.0,13303.0
05-2016,23653.0,12989.0
06-2016,25181.0,13819.0
07-2016,22991.0,11932.0
08-2016,20917.0,10499.0
09-2016,25022.0,12525.0
10-2016,28056.0,13230.0
11-2016,29366.0,14525.0
12-2016,27339.0,13825.0
