Date,Delivered,Sales
01-2014,2112.0,892.0
02-2014,1931.0,852.0
03-2014,2141.0,1181.0
04-2014,2581.0,1306.0
05-2014,2755.0,1259.0
06-2014,2230.0,1090.0
07-2014,3720.0,1933.0
08-2014,3828.0,2465.0
09-2014,3032.0,1399.0
10-2014,2755.0,1134.0
11-2014,2211.0,898.0
12-2014,2061.0,863.0
01-2015,2222.0,950.0
02-2015,1772.0,797.0
03-2015,1557.0,805.0
04-2015,2063.0,991.0
05-2015,2069.0,960.0
06-2015,2025.0,916.0
07-2015,2822.0,1516.0
08-2015,3324.0,1802.0
09-2015,2434.0,1014.0
10-2015,2461.0,1074.0
11-2015,2424.0,849.0
12-2015,1992.0,854.0
01-2016,1885.0,736.0
02-2016,1731.0,711.0
03-2016,1774.0,792.0
04-2016,1931.0,869.0
05-2016,2087.0,835.0
06-2016,2145.0,887.0
07-2016,2942.0,1402.0
08-2016,3316.0,1706.0
09-2016,2834.0,930.0
10-2016,2484.0,893.0
11-2016,2548.0,815.0
12-2016,2262.0,754.0
