Date,Delivered,Sales
01-2014,15912.0,7645.0
02-2014,13746.0,7110.0
03-2014,15148.0,8974.0
04-2014,15176.0,8453.0
05-2014,15705.0,8119.0
06-2014,14332.0,7741.0
07-2014,17240.0,9074.0
08-2014,16431.0,8863.0
09-2014,17460.0,8966.0
10-2014,15848.0,8089.0
11-2014,14269.0,7306.0
12-2014,14645.0,7600.0
01-2015,15962.0,8407.0
02-2015,12614.0,7024.0
03-2015,13606.0,7324.0
04-2015,13396.0,7472.0
05-2015,12987.0,6995.0
06-2015,13860.0,7556.0
07-2015,14704.0,7907.0
08-2015,14428.0,7708.0
09-2015,13851.0,7024.0
10-2015,14971.0,7407.0
11-2015,14275.0,7108.0
12-2015,13123.0,6974.0
01-2016,12308.0,6265.0
02-2016,12575.0,6081.0
03-2016,12533.0,6545.0
04-2016,11789.0,6301.0
05-2016,12070.0,6270.0
06-2016,13284.0,6798.0
07-2016,13805.0,6969.0
08-2016,13392.0,7271.0
09-2016,13877.0,6647.0
10-2016,14572.0,6661.0
11-2016,14955.0,7058.0
12-2016,13708.0,6737.0
