Date,Delivered,Sales
01-2014,17872.0,8479.0
02-2014,16236.0,7542.0
03-2014,17177.0,9443.0
04-2014,17905.0,8967.0
05-2014,17272.0,8653.0
06-2014,15992.0,8060.0
07-2014,19192.0,9382.0
08-2014,17896.0,9462.0
09-2014,16726.0,8807.0
10-2014,16758.0,8344.0
11-2014,15120.0,7546.0
12-2014,15515.0,7649.0
01-2015,16307.0,8771.0
02-2015,13757.0,7342.0
03-2015,12890.0,6775.0
04-2015,14300.0,7423.0
05-2015,13800.0,6896.0
06-2015,13643.0,7525.0
07-2015,15038.0,7528.0
08-2015,15186.0,7589.0
09-2015,14442.0,7226.0
10-2015,16025.0,7393.0
11-2015,15546.0,7354.0
12-2015,13861.0,7532.0
01-2016,13048.0,6417.0
02-2016,13124.0,6427.0
03-2016,13505.0,6895.0
04-2016,13284.0,6803.0
05-2016,13254.0,6608.0
06-2016,14627.0,7326.0
07-2016,14387.0,7233.0
08-2016,15245.0,7710.0
09-2016,15938.0,6882.0
10-2016,15251.0,6889.0
11-2016,16118.0,7339.0
12-2016,15473.0,7077.0
