Date,Delivered,Sales
01-2014,125487.0,93255.0
02-2014,110284.0,81702.0
03-2014,131244.0,98118.0
04-2014,116649.0,82336.0
05-2014,114824.0,81061.0
06-2014,105565.0,76152.0
07-2014,93599.0,64519.0
08-2014,71729.0,48872.0
09-2014,109635.0,81566.0
10-2014,108912.0,82024.0
11-2014,105698.0,80919.0
12-2014,108016.0,79608.0
01-2015,127436.0,94909.0
02-2015,101591.0,75884.0
03-2015,112202.0,79520.0
04-2015,102301.0,71507.0
05-2015,96350.0,68453.0
06-2015,103793.0,72897.0
07-2015,78193.0,53786.0
08-2015,63144.0,41797.0
09-2015,96776.0,70121.0
10-2015,110323.0,73152.0
11-2015,116672.0,74339.0
12-2015,115271.0,71409.0
01-2016,109251.0,68660.0
02-2016,107062.0,66569.0
03-2016,103616.0,65429.0
04-2016,90861.0,59158.0
05-2016,88578.0,57371.0
06-2016,96160.0,61738.0
07-2016,75611.0,42757.0
08-2016,61112.0,34738.0
09-2016,89395.0,56213.0
10-2016,96749.0,59550.0
11-2016,108965.0,67121.0
12-2016,97700.0,61937.0
